store_id,item_id,wm_yr_wk,sell_price
TX_3,HOUSEHOLD_1_290,11608,9.84
TX_3,HOUSEHOLD_1_290,11609,9.84
TX_3,HOUSEHOLD_1_290,11610,9.84
TX_3,HOUSEHOLD_1_290,11611,9.84
TX_3,HOUSEHOLD_2_131,11549,12.27
TX_3,HOUSEHOLD_2_131,11550,12.27
TX_3,HOUSEHOLD_2_131,11551,12.27
TX_3,HOUSEHOLD_2_131,11552,12.27
TX_3,HOUSEHOLD_2_131,11601,11.97
TX_3,HOUSEHOLD_2_131,11602,11.97
TX_3,HOUSEHOLD_2_131,11603,11.97
TX_3,HOUSEHOLD_2_131,11604,11.97
TX_3,HOUSEHOLD_2_131,11605,11.97
TX_3,HOUSEHOLD_2_131,11606,11.97
TX_3,HOUSEHOLD_2_131,11607,11.97
TX_3,HOUSEHOLD_2_131,11608,11.97
TX_3,HOUSEHOLD_2_131,11609,11.97
TX_3,HOUSEHOLD_2_131,11610,11.97
TX_3,HOUSEHOLD_2_131,11611,11.97
TX_3,FOODS_1_135,11549,2.68
TX_3,FOODS_1_135,11550,2.68
TX_3,FOODS_1_135,11551,2.68
TX_3,FOODS_1_135,11552,2.68
TX_3,FOODS_1_135,11601,2.68
TX_3,FOODS_1_135,11602,2.68
TX_3,FOODS_1_135,11603,2.68
TX_3,FOODS_1_135,11604,2.68
TX_3,FOODS_1_135,11605,2.68
TX_3,FOODS_1_135,11606,2.68
TX_3,FOODS_1_135,11607,2.68
TX_3,FOODS_1_135,11608,2.68
TX_3,FOODS_1_135,11609,2.68
TX_3,FOODS_1_135,11610,2.68
TX_3,FOODS_1_135,11611,2.68
TX_3,FOODS_2_007,11549,2.82
TX_3,FOODS_2_007,11550,2.82
TX_3,FOODS_2_007,11551,2.82
TX_3,FOODS_2_007,11552,2.82
TX_3,FOODS_2_007,11601,2.82
TX_3,FOODS_2_007,11602,2.82
TX_3,FOODS_2_007,11603,2.82
TX_3,FOODS_2_007,11604,2.82
TX_3,FOODS_2_007,11605,2.82
TX_3,FOODS_2_007,11606,2.82
TX_3,FOODS_2_007,11607,2.82
TX_3,FOODS_2_007,11608,2.82
TX_3,FOODS_2_007,11609,2.82
TX_3,FOODS_2_007,11610,2.82
TX_3,FOODS_2_007,11611,2.82
TX_3,FOODS_3_015,11549,1.78
TX_3,FOODS_3_015,11550,1.78
TX_3,FOODS_3_015,11551,1.78
TX_3,FOODS_3_015,11552,1.78
TX_3,FOODS_3_015,11601,1.78
TX_3,FOODS_3_015,11602,1.78
TX_3,FOODS_3_015,11603,1.78
TX_3,FOODS_3_015,11604,1.78
TX_3,FOODS_3_015,11605,1.78
TX_3,FOODS_3_015,11606,1.78
TX_3,FOODS_3_015,11607,1.78
TX_3,FOODS_3_015,11608,1.78
TX_3,FOODS_3_015,11609,1.78
TX_3,FOODS_3_015,11610,1.78
TX_3,FOODS_3_015,11611,1.78
TX_3,FOODS_3_200,11549,2.0
TX_3,FOODS_3_200,11550,2.0
TX_3,FOODS_3_200,11551,2.0
TX_3,FOODS_3_200,11552,2.0
TX_3,FOODS_3_200,11601,2.0
TX_3,FOODS_3_200,11602,2.0
TX_3,FOODS_3_200,11603,2.0
TX_3,FOODS_3_200,11604,2.0
TX_3,FOODS_3_200,11605,2.0
TX_3,FOODS_3_200,11606,2.0
TX_3,FOODS_3_200,11607,2.0
TX_3,FOODS_3_200,11608,2.0
TX_3,FOODS_3_200,11609,2.0
TX_3,FOODS_3_200,11610,2.0
TX_3,FOODS_3_200,11611,2.0
WI_1,HOBBIES_1_157,11549,11.28
WI_1,HOBBIES_1_157,11550,11.28
WI_1,HOBBIES_1_157,11551,11.28
WI_1,HOBBIES_1_157,11552,11.28
WI_1,HOBBIES_1_157,11601,11.28
WI_1,HOBBIES_1_157,11602,11.28
WI_1,HOBBIES_1_157,11603,11.28
WI_1,HOBBIES_1_157,11604,11.28
WI_1,HOBBIES_1_157,11605,11.28
WI_1,HOBBIES_1_157,11606,11.28
WI_1,HOBBIES_1_157,11607,11.28
WI_1,HOBBIES_1_157,11608,11.28
WI_1,HOBBIES_1_157,11609,11.28
WI_1,HOBBIES_1_157,11610,11.28
WI_1,HOBBIES_1_157,11611,11.28
WI_1,HOBBIES_1_190,11549,9.97
WI_1,HOBBIES_1_190,11550,9.97
WI_1,HOBBIES_1_190,11551,9.97
WI_1,HOBBIES_1_190,11552,9.97
WI_1,HOBBIES_1_190,11601,9.97
WI_1,HOBBIES_1_190,11602,9.97
WI_1,HOBBIES_1_190,11603,9.97
WI_1,HOBBIES_1_190,11604,9.97
WI_1,HOBBIES_1_190,11605,9.97
WI_1,HOBBIES_1_190,11606,9.97
WI_1,HOBBIES_1_190,11607,9.97
WI_1,HOBBIES_1_190,11608,9.97
WI_1,HOBBIES_1_190,11609,9.97
WI_1,HOBBIES_1_190,11610,9.97
WI_1,HOBBIES_1_190,11611,9.97
WI_1,HOBBIES_1_212,11549,7.47
WI_1,HOBBIES_1_212,11550,7.47
WI_1,HOBBIES_1_212,11551,7.47
WI_1,HOBBIES_1_212,11552,7.47
WI_1,HOBBIES_1_212,11601,7.47
WI_1,HOBBIES_1_212,11602,7.47
WI_1,HOBBIES_1_212,11603,7.47
WI_1,HOBBIES_1_212,11604,7.47
WI_1,HOBBIES_1_212,11605,7.47
WI_1,HOBBIES_1_212,11606,7.47
WI_1,HOBBIES_1_212,11607,7.47
WI_1,HOBBIES_1_212,11608,7.47
WI_1,HOBBIES_1_212,11609,7.47
WI_1,HOBBIES_1_212,11610,7.47
WI_1,HOBBIES_1_212,11611,7.47
WI_1,HOUSEHOLD_1_243,11549,1.97
WI_1,HOUSEHOLD_1_243,11550,1.97
WI_1,HOUSEHOLD_1_243,11551,1.97
WI_1,HOUSEHOLD_1_243,11552,1.97
WI_1,HOUSEHOLD_1_243,11601,1.97
WI_1,HOUSEHOLD_1_243,11602,1.97
WI_1,HOUSEHOLD_1_243,11603,1.97
WI_1,HOUSEHOLD_1_243,11604,1.97
WI_1,HOUSEHOLD_1_243,11605,1.97
WI_1,HOUSEHOLD_1_243,11606,1.97
WI_1,HOUSEHOLD_1_243,11607,1.97
WI_1,HOUSEHOLD_1_243,11608,1.97
WI_1,HOUSEHOLD_1_243,11609,1.97
WI_1,HOUSEHOLD_1_243,11610,1.97
WI_1,HOUSEHOLD_1_243,11611,1.97
WI_1,HOUSEHOLD_1_290,11549,9.84
WI_1,HOUSEHOLD_1_290,11550,9.84
WI_1,HOUSEHOLD_1_290,11551,9.84
WI_1,HOUSEHOLD_1_290,11552,9.84
WI_1,HOUSEHOLD_1_290,11601,9.84
WI_1,HOUSEHOLD_1_290,11602,9.84
WI_1,HOUSEHOLD_1_290,11603,9.84
WI_1,HOUSEHOLD_1_290,11604,9.84
WI_1,HOUSEHOLD_1_290,11605,9.84
WI_1,HOUSEHOLD_1_290,11606,9.84
WI_1,HOUSEHOLD_1_290,11607,9.84
WI_1,HOUSEHOLD_1_290,11608,9.84
WI_1,HOUSEHOLD_1_290,11609,9.84
WI_1,HOUSEHOLD_1_290,11610,9.84
WI_1,HOUSEHOLD_1_290,11611,9.84
WI_1,HOUSEHOLD_2_131,11549,12.27
WI_1,HOUSEHOLD_2_131,11550,12.27
WI_1,HOUSEHOLD_2_131,11551,12.27
WI_1,HOUSEHOLD_2_131,11552,11.97
WI_1,HOUSEHOLD_2_131,11601,11.97
WI_1,HOUSEHOLD_2_131,11602,11.97
WI_1,HOUSEHOLD_2_131,11603,11.97
WI_1,HOUSEHOLD_2_131,11604,11.97
WI_1,HOUSEHOLD_2_131,11605,11.97
WI_1,HOUSEHOLD_2_131,11606,11.97
WI_1,HOUSEHOLD_2_131,11607,11.97
WI_1,HOUSEHOLD_2_131,11608,11.97
WI_1,HOUSEHOLD_2_131,11609,11.97
WI_1,HOUSEHOLD_2_131,11610,11.97
WI_1,HOUSEHOLD_2_131,11611,11.97
WI_1,FOODS_1_135,11549,2.68
WI_1,FOODS_1_135,11550,2.68
WI_1,FOODS_1_135,11551,2.68
WI_1,FOODS_1_135,11552,2.68
WI_1,FOODS_1_135,11601,2.68
WI_1,FOODS_1_135,11602,2.68
WI_1,FOODS_1_135,11603,2.68
WI_1,FOODS_1_135,11604,2.68
WI_1,FOODS_1_135,11605,2.68
WI_1,FOODS_1_135,11606,2.68
WI_1,FOODS_1_135,11607,2.68
WI_1,FOODS_1_135,11608,2.68
WI_1,FOODS_1_135,11609,2.68
WI_1,FOODS_1_135,11610,2.68
WI_1,FOODS_1_135,11611,2.68
WI_1,FOODS_2_007,11549,2.82
WI_1,FOODS_2_007,11550,2.82
WI_1,FOODS_2_007,11551,2.82
WI_1,FOODS_2_007,11552,2.82
WI_1,FOODS_2_007,11601,2.82
WI_1,FOODS_2_007,11602,2.82
WI_1,FOODS_2_007,11603,2.82
WI_1,FOODS_2_007,11604,2.82
WI_1,FOODS_2_007,11605,2.82
WI_1,FOODS_2_007,11606,2.82
WI_1,FOODS_2_007,11607,2.82
WI_1,FOODS_2_007,11608,2.98
WI_1,FOODS_2_007,11609,2.98
WI_1,FOODS_2_007,11610,2.98
WI_1,FOODS_2_007,11611,2.98
WI_1,FOODS_3_015,11549,1.78
WI_1,FOODS_3_015,11550,1.78
WI_1,FOODS_3_015,11551,1.78
WI_1,FOODS_3_015,11552,1.78
WI_1,FOODS_3_015,11601,1.78
WI_1,FOODS_3_015,11602,1.78
WI_1,FOODS_3_015,11603,1.78
WI_1,FOODS_3_015,11604,1.78
WI_1,FOODS_3_015,11605,1.78
WI_1,FOODS_3_015,11606,1.78
WI_1,FOODS_3_015,11607,1.78
WI_1,FOODS_3_015,11608,1.78
WI_1,FOODS_3_015,11609,1.78
WI_1,FOODS_3_015,11610,1.78
WI_1,FOODS_3_015,11611,1.78
WI_1,FOODS_3_200,11549,2.0
WI_1,FOODS_3_200,11550,2.0
WI_1,FOODS_3_200,11551,2.0
WI_1,FOODS_3_200,11552,2.0
WI_1,FOODS_3_200,11601,2.0
WI_1,FOODS_3_200,11602,2.0
WI_1,FOODS_3_200,11603,2.0
WI_1,FOODS_3_200,11604,2.0
WI_1,FOODS_3_200,11605,2.0
WI_1,FOODS_3_200,11606,2.0
WI_1,FOODS_3_200,11607,2.0
WI_1,FOODS_3_200,11608,2.0
WI_1,FOODS_3_200,11609,2.0
WI_1,FOODS_3_200,11610,2.0
WI_1,FOODS_3_200,11611,2.0
WI_2,HOBBIES_1_157,11549,11.28
WI_2,HOBBIES_1_157,11550,11.28
WI_2,HOBBIES_1_157,11551,11.28
WI_2,HOBBIES_1_157,11552,11.28
WI_2,HOBBIES_1_157,11601,11.28
WI_2,HOBBIES_1_157,11602,11.28
WI_2,HOBBIES_1_157,11603,11.28
WI_2,HOBBIES_1_157,11604,11.28
WI_2,HOBBIES_1_157,11605,11.28
WI_2,HOBBIES_1_157,11606,11.28
WI_2,HOBBIES_1_157,11607,11.28
WI_2,HOBBIES_1_157,11608,11.28
WI_2,HOBBIES_1_157,11609,11.28
WI_2,HOBBIES_1_157,11610,11.28
WI_2,HOBBIES_1_157,11611,11.28
WI_2,HOBBIES_1_190,11549,9.97
WI_2,HOBBIES_1_190,11550,9.97
WI_2,HOBBIES_1_190,11551,9.97
WI_2,HOBBIES_1_190,11552,9.97
WI_2,HOBBIES_1_190,11601,9.97
WI_2,HOBBIES_1_190,11602,9.97
WI_2,HOBBIES_1_190,11603,9.97
WI_2,HOBBIES_1_190,11604,9.97
WI_2,HOBBIES_1_190,11605,9.97
WI_2,HOBBIES_1_190,11606,9.97
WI_2,HOBBIES_1_190,11607,9.97
WI_2,HOBBIES_1_190,11608,9.97
WI_2,HOBBIES_1_190,11609,9.97
WI_2,HOBBIES_1_190,11610,9.97
WI_2,HOBBIES_1_190,11611,9.97
WI_2,HOBBIES_1_212,11549,7.47
WI_2,HOBBIES_1_212,11550,7.47
WI_2,HOBBIES_1_212,11551,7.47
WI_2,HOBBIES_1_212,11552,7.47
WI_2,HOBBIES_1_212,11601,7.47
WI_2,HOBBIES_1_212,11602,7.47
WI_2,HOBBIES_1_212,11603,7.47
WI_2,HOBBIES_1_212,11604,7.47
WI_2,HOBBIES_1_212,11605,7.47
WI_2,HOBBIES_1_212,11606,7.47
WI_2,HOBBIES_1_212,11607,7.47
WI_2,HOBBIES_1_212,11608,7.47
WI_2,HOBBIES_1_212,11609,7.47
WI_2,HOBBIES_1_212,11610,7.47
WI_2,HOBBIES_1_212,11611,7.47
WI_2,HOUSEHOLD_1_243,11549,1.97
WI_2,HOUSEHOLD_1_243,11550,1.97
WI_2,HOUSEHOLD_1_243,11551,1.97
WI_2,HOUSEHOLD_1_243,11552,1.97
WI_2,HOUSEHOLD_1_243,11601,1.97
WI_2,HOUSEHOLD_1_243,11602,1.97
WI_2,HOUSEHOLD_1_243,11603,1.97
WI_2,HOUSEHOLD_1_243,11604,1.97
WI_2,HOUSEHOLD_1_243,11605,1.97
WI_2,HOUSEHOLD_1_243,11606,1.97
WI_2,HOUSEHOLD_1_243,11607,1.97
WI_2,HOUSEHOLD_1_243,11608,1.97
WI_2,HOUSEHOLD_1_243,11609,1.97
WI_2,HOUSEHOLD_1_243,11610,1.97
WI_2,HOUSEHOLD_1_243,11611,1.97
WI_2,HOUSEHOLD_1_290,11549,9.84
WI_2,HOUSEHOLD_1_290,11550,9.84
WI_2,HOUSEHOLD_1_290,11551,9.84
WI_2,HOUSEHOLD_1_290,11552,9.84
WI_2,HOUSEHOLD_1_290,11601,9.84
WI_2,HOUSEHOLD_1_290,11602,9.84
WI_2,HOUSEHOLD_1_290,11603,9.84
WI_2,HOUSEHOLD_1_290,11604,9.84
WI_2,HOUSEHOLD_1_290,11605,9.84
WI_2,HOUSEHOLD_1_290,11606,9.84
WI_2,HOUSEHOLD_1_290,11607,9.84
WI_2,HOUSEHOLD_1_290,11608,9.84
WI_2,HOUSEHOLD_1_290,11609,9.84
WI_2,HOUSEHOLD_1_290,11610,9.84
WI_2,HOUSEHOLD_1_290,11611,9.84
WI_2,HOUSEHOLD_2_131,11549,12.27
WI_2,HOUSEHOLD_2_131,11550,12.27
WI_2,HOUSEHOLD_2_131,11551,12.27
WI_2,HOUSEHOLD_2_131,11552,12.27
WI_2,HOUSEHOLD_2_131,11601,11.97
WI_2,HOUSEHOLD_2_131,11602,11.97
WI_2,HOUSEHOLD_2_131,11603,11.97
WI_2,HOUSEHOLD_2_131,11604,11.97
WI_2,HOUSEHOLD_2_131,11605,11.97
WI_2,HOUSEHOLD_2_131,11606,11.97
WI_2,HOUSEHOLD_2_131,11607,11.97
WI_2,HOUSEHOLD_2_131,11608,11.97
WI_2,HOUSEHOLD_2_131,11609,11.97
WI_2,HOUSEHOLD_2_131,11610,11.97
WI_2,HOUSEHOLD_2_131,11611,11.97
WI_2,FOODS_1_135,11549,2.68
WI_2,FOODS_1_135,11550,2.68
WI_2,FOODS_1_135,11551,2.68
WI_2,FOODS_1_135,11552,2.68
WI_2,FOODS_1_135,11601,2.68
WI_2,FOODS_1_135,11602,2.68
WI_2,FOODS_1_135,11603,2.68
WI_2,FOODS_1_135,11604,2.68
WI_2,FOODS_1_135,11605,2.68
WI_2,FOODS_1_135,11606,2.68
WI_2,FOODS_1_135,11607,2.68
WI_2,FOODS_1_135,11608,2.68
WI_2,FOODS_1_135,11609,2.68
WI_2,FOODS_1_135,11610,2.68
WI_2,FOODS_1_135,11611,2.68
WI_2,FOODS_2_007,11549,2.82
WI_2,FOODS_2_007,11550,2.82
WI_2,FOODS_2_007,11551,2.82
WI_2,FOODS_2_007,11552,2.82
WI_2,FOODS_2_007,11601,2.82
WI_2,FOODS_2_007,11602,2.82
WI_2,FOODS_2_007,11603,2.82
WI_2,FOODS_2_007,11604,2.82
WI_2,FOODS_2_007,11605,2.82
WI_2,FOODS_2_007,11606,2.82
WI_2,FOODS_2_007,11607,2.82
WI_2,FOODS_2_007,11608,2.98
WI_2,FOODS_2_007,11609,2.98
WI_2,FOODS_2_007,11610,2.98
WI_2,FOODS_2_007,11611,2.98
WI_2,FOODS_3_015,11549,1.78
WI_2,FOODS_3_015,11550,1.78
WI_2,FOODS_3_015,11551,1.78
WI_2,FOODS_3_015,11552,1.78
WI_2,FOODS_3_015,11601,1.78
WI_2,FOODS_3_015,11602,1.78
WI_2,FOODS_3_015,11603,1.78
WI_2,FOODS_3_015,11604,1.78
WI_2,FOODS_3_015,11605,1.78
WI_2,FOODS_3_015,11606,1.78
WI_2,FOODS_3_015,11607,1.78
WI_2,FOODS_3_015,11608,1.78
WI_2,FOODS_3_015,11609,1.78
WI_2,FOODS_3_015,11610,1.78
WI_2,FOODS_3_015,11611,1.78
WI_2,FOODS_3_200,11549,2.0
WI_2,FOODS_3_200,11550,2.0
WI_2,FOODS_3_200,11551,2.0
WI_2,FOODS_3_200,11552,2.0
WI_2,FOODS_3_200,11601,2.0
WI_2,FOODS_3_200,11602,2.0
WI_2,FOODS_3_200,11603,2.0
WI_2,FOODS_3_200,11604,2.0
WI_2,FOODS_3_200,11605,2.0
WI_2,FOODS_3_200,11606,2.0
WI_2,FOODS_3_200,11607,2.0
WI_2,FOODS_3_200,11608,2.0
WI_2,FOODS_3_200,11609,2.0
WI_2,FOODS_3_200,11610,2.0
WI_2,FOODS_3_200,11611,2.0
